FD,SCI,CO,PPI_SUM,BF_Ex,BF_Ag,BF_Co,BF_Em,BF_Op,Gender_male,MonthsInJob,Age
0.23945415,0.008601071,0.50846183,0.3409168,1.7623664,0.5614583,-0.11526223,0.8904255,0.0739282,-0.06857972,2.0126693,1.4150276
-0.6658847,-0.036818504,-0.0008686071,0.1290591,-0.60843074,0.38559952,-0.09745495,0.04194015,0.14591424,-0.32886395,-0.15145335,0.81111085
1.312348,-0.12107036,-0.44963938,0.48260474,0.5733658,-0.07146359,-0.13232522,-0.17741735,-0.50532126,-0.18325305,-0.5995841,-2.7804954
1.6006745,0.14983706,0.45816502,0.069063984,1.752391,-0.088503584,0.17143118,1.3024889,0.13500834,-0.09316021,0.19045277,1.8292007
-0.07484813,-0.037149094,0.066200785,0.33425462,0.67582154,-0.032580864,0.043496035,0.19295089,0.18856603,-0.18662399,-0.16021848,-1.1315153
-0.5768559,-0.1399665,0.22723697,0.33539405,-0.43759644,-0.102032684,-0.094241716,0.14422314,0.21289779,-0.19445547,0.0060421824,-0.6052366
-0.5069302,-0.13697653,-0.04758282,0.23995586,-0.53543866,0.33448577,0.12295819,0.03974504,0.02650388,-0.29767793,-0.24219075,0.85355526
-0.70939434,-0.07815126,0.06820649,0.1112293,0.7884773,0.08909941,0.05908119,-0.022511827,0.08968772,-0.27494925,-0.3041578,-0.6426812
-0.07482432,0.07907905,0.040365096,0.17174229,-0.5515857,-0.15751347,-0.08214178,0.042540103,0.09468053,-0.2629314,-0.090473466,0.9916684
2.0273585,-0.20499444,-0.06395922,-1.1003289,-1.0667813,-0.18424514,-0.09911917,0.28992748,0.018995658,-0.19695659,0.27077854,-1.1666989
2.7913265,0.124420576,0.2010707,0.55857277,-0.1063885,0.0072213635,0.009826453,0.8247251,0.21473907,-0.21155311,0.8257682,1.2145596
-0.13547958,-0.06326326,0.113614455,0.14109236,-1.1614151,-0.2320418,-0.029497534,-0.036296796,0.021992095,-0.3366004,-0.18370463,-0.28538233
